date,month_year,average_price,total_volume,total_bags,small_bags,large_bags,xlarge_bags,type,month,year,geography
5/29/16,2016-05,0.89,391993.97,132626.04,46240.64,86165.96,219.44,conventional,5,2016,Las Vegas
5/29/16,2016-05,1.35,22983.35,2675.53,695.76,1979.77,0,organic,5,2016,Las Vegas
5/29/16,2016-05,0.83,3203935.53,1185190.59,1038686.31,119446.72,27057.56,conventional,5,2016,Los Angeles
5/29/16,2016-05,1.11,111714.45,66454.37,66031.6,422.77,0,organic,5,2016,Los Angeles
5/29/16,2016-05,0.99,109060.73,32892.46,14675.3,17510.34,706.82,conventional,5,2016,Louisville
5/29/16,2016-05,1.5,1972.92,733.71,203.33,530.38,0,organic,5,2016,Louisville
5/29/16,2016-05,0.97,849097.69,168482.96,64610.91,93591.22,10280.83,conventional,5,2016,Miami/Ft. Lauderdale
5/29/16,2016-05,1.27,5931.42,5063.33,5043.33,20,0,organic,5,2016,Miami/Ft. Lauderdale
5/29/16,2016-05,1.09,3349139.43,838469.44,736868.61,87305.62,14295.21,conventional,5,2016,Midsouth
5/29/16,2016-05,1.46,110144.07,55145.31,34549.61,20595.7,0,organic,5,2016,Midsouth
5/29/16,2016-05,0.87,238624.36,72216.84,56072.86,15057.31,1086.67,conventional,5,2016,Nashville
5/29/16,2016-05,1.16,11609.26,5709.01,1665.11,4043.9,0,organic,5,2016,Nashville
5/29/16,2016-05,0.85,300077.74,84823.4,65115.76,14412.64,5295,conventional,5,2016,New Orleans/Mobile
5/29/16,2016-05,1.8,1035,342,338.67,3.33,0,organic,5,2016,New Orleans/Mobile
5/29/16,2016-05,1.08,1827100.26,428183.96,357118.51,70667.12,398.33,conventional,5,2016,New York
5/29/16,2016-05,2.15,34505.47,13702.42,11496.63,2205.79,0,organic,5,2016,New York
5/29/16,2016-05,1.14,5141314.86,1231915.82,1104419.55,117666.65,9829.62,conventional,5,2016,Northeast
5/29/16,2016-05,1.87,111097.01,74921.49,61555.62,13365.87,0,organic,5,2016,Northeast
5/29/16,2016-05,1.1,499944.01,85309.19,83274.96,4.23,2030,conventional,5,2016,Northern New England
5/29/16,2016-05,1.19,4901.16,4545.47,4545.47,0,0,organic,5,2016,Northern New England
5/29/16,2016-05,0.95,481068.52,114780.46,48638.37,62353.75,3788.34,conventional,5,2016,Orlando
5/29/16,2016-05,1.47,7278.69,4436.66,4433.33,3.33,0,organic,5,2016,Orlando
5/29/16,2016-05,1.18,484287.12,150802.07,129416.16,21385.91,0,conventional,5,2016,Philadelphia
5/29/16,2016-05,2.07,10738.68,6147.79,5229.58,918.21,0,organic,5,2016,Philadelphia
5/29/16,2016-05,0.58,1342825.39,250218.67,105242.1,143894.63,1081.94,conventional,5,2016,Phoenix/Tucson
5/29/16,2016-05,1.47,19187.81,2852.92,415.23,2437.69,0,organic,5,2016,Phoenix/Tucson
5/29/16,2016-05,1.4,117486.96,46161.89,29242.9,16522.32,396.67,conventional,5,2016,Pittsburgh
5/29/16,2016-05,1.49,7189.09,5927.51,5927.51,0,0,organic,5,2016,Pittsburgh
5/29/16,2016-05,0.9,2265037.77,534809.87,502399.51,22583.69,9826.67,conventional,5,2016,Plains
5/29/16,2016-05,1.76,40907.26,10372.33,7022.27,3350.06,0,organic,5,2016,Plains
5/29/16,2016-05,0.77,832869.55,463082.88,459278.33,3483.65,320.9,conventional,5,2016,Portland
5/29/16,2016-05,1.44,34897.73,11113.42,150,10963.42,0,organic,5,2016,Portland
5/29/16,2016-05,1.18,295356.64,78353.09,77273.37,834.72,245,conventional,5,2016,Raleigh/Greensboro
5/29/16,2016-05,1.8,8580.11,4266.46,3765.03,501.43,0,organic,5,2016,Raleigh/Greensboro
5/29/16,2016-05,1,274103.16,71704.83,68403.23,746.6,2555,conventional,5,2016,Richmond/Norfolk
5/29/16,2016-05,1.05,11411.49,5733.79,2428,3305.79,0,organic,5,2016,Richmond/Norfolk
5/29/16,2016-05,0.93,162618.02,58553.66,56109.34,1204.88,1239.44,conventional,5,2016,Roanoke
5/29/16,2016-05,0.96,9933.8,5746.46,1341.27,4405.19,0,organic,5,2016,Roanoke
5/29/16,2016-05,1.18,489338.25,51362.35,51287.11,4.39,70.85,conventional,5,2016,Sacramento
5/29/16,2016-05,1.99,9333.72,388.18,388.18,0,0,organic,5,2016,Sacramento
5/29/16,2016-05,0.92,576543.05,193052.2,160356.37,31715.55,980.28,conventional,5,2016,San Diego
5/29/16,2016-05,1.44,18843.84,6690.5,6601.22,89.28,0,organic,5,2016,San Diego
5/29/16,2016-05,1.34,891069.03,72034.18,70154.87,676.56,1202.75,conventional,5,2016,San Francisco
5/29/16,2016-05,2.34,28707.18,2189.8,2186.47,3.33,0,organic,5,2016,San Francisco
5/29/16,2016-05,0.87,771235.53,457634.59,443121.96,14344.74,167.89,conventional,5,2016,Seattle
5/29/16,2016-05,1.62,39722.85,8277.66,478.03,7799.63,0,organic,5,2016,Seattle
5/29/16,2016-05,0.97,441398.16,117620.88,63637.85,50673.03,3310,conventional,5,2016,South Carolina
5/29/16,2016-05,1.41,9383.7,5282.94,4732.74,550.2,0,organic,5,2016,South Carolina
5/29/16,2016-05,0.8,6239677.27,1299214.04,1034533.11,229576.24,35104.69,conventional,5,2016,South Central
5/29/16,2016-05,1.07,144179.65,83179.97,65946.52,17233.45,0,organic,5,2016,South Central
5/29/16,2016-05,0.92,4829487.03,1271964.93,531132.05,696042.61,44790.27,conventional,5,2016,Southeast
5/29/16,2016-05,1.41,64136.98,36320,32373.57,3946.43,0,organic,5,2016,Southeast
5/29/16,2016-05,0.87,109604.3,55339.47,55214.3,110.28,14.89,conventional,5,2016,Spokane
5/29/16,2016-05,1.64,2979.01,608.77,0,608.77,0,organic,5,2016,Spokane
5/29/16,2016-05,0.8,245482.03,164255.54,150822.59,13401.63,31.32,conventional,5,2016,St. Louis
5/29/16,2016-05,2.2,4151.27,231.21,218.09,13.12,0,organic,5,2016,St. Louis
5/29/16,2016-05,1.36,82173.8,28185.22,27875.22,0,310,conventional,5,2016,Syracuse
5/29/16,2016-05,1.55,2913.64,2585.52,1246.03,1339.49,0,organic,5,2016,Syracuse
5/29/16,2016-05,0.96,532427.02,126419.09,63311.97,57550.46,5556.66,conventional,5,2016,Tampa
5/29/16,2016-05,1.33,6565.11,5076.67,5070,6.67,0,organic,5,2016,Tampa
5/29/16,2016-05,0.94,40019075.24,10923377.04,8085657.41,2657598.78,180120.85,conventional,5,2016,Total U.S.
5/29/16,2016-05,1.41,1085152.56,465693.74,349592.45,116101.29,0,organic,5,2016,Total U.S.
5/29/16,2016-05,0.79,7568132.39,2898450.92,1761129.51,1132669.37,4652.04,conventional,5,2016,West
5/29/16,2016-05,1.37,249655.68,86182.19,52709.61,33472.58,0,organic,5,2016,West
5/29/16,2016-05,0.77,985833.89,257284.62,107015.69,144257.82,6011.11,conventional,5,2016,West Tex/New Mexico
5/29/16,2016-05,1.35,47067.58,9409.95,6003.34,3406.61,0,organic,5,2016,West Tex/New Mexico
6/5/2016,2016-06,1.47,115857.12,19458.93,17385.6,398.33,1675,conventional,6,2016,Albany
6/5/2016,2016-06,1.47,1007.03,801.01,801.01,0,0,organic,6,2016,Albany
6/5/2016,2016-06,0.75,691201.38,226206.09,112958.38,105974.65,7273.06,conventional,6,2016,Atlanta
6/5/2016,2016-06,1.04,12826.69,6033.84,950.42,5083.42,0,organic,6,2016,Atlanta
6/5/2016,2016-06,1.33,860858.18,215173.44,203788.41,8328.92,3056.11,conventional,6,2016,Baltimore/Washington
6/5/2016,2016-06,1.75,22921.36,11992.26,11219.84,772.42,0,organic,6,2016,Baltimore/Washington
6/5/2016,2016-06,0.63,95948.06,59233.89,59206.93,8.8,18.16,conventional,6,2016,Boise
6/5/2016,2016-06,1.65,1829.78,398.28,373.33,24.95,0,organic,6,2016,Boise
6/5/2016,2016-06,1.26,634989.55,156774.99,155072.41,120.91,1581.67,conventional,6,2016,Boston
6/5/2016,2016-06,1.49,12722.85,12149.2,10325.26,1823.94,0,organic,6,2016,Boston
6/5/2016,2016-06,1.15,173445.42,92812.85,90282.85,0,2530,conventional,6,2016,Buffalo/Rochester
6/5/2016,2016-06,1.54,5859.34,5340.64,2677.92,2662.72,0,organic,6,2016,Buffalo/Rochester
6/5/2016,2016-06,0.94,7365675.31,1938636.43,1739147.58,171241.77,28247.08,conventional,6,2016,California
6/5/2016,2016-06,1.55,182778.37,67725.16,67138.56,586.6,0,organic,6,2016,California
6/5/2016,2016-06,1.25,209797.27,53253.57,45859.12,6333.06,1061.39,conventional,6,2016,Charlotte
6/5/2016,2016-06,1.6,6062.33,2516.71,2513.38,3.33,0,organic,6,2016,Charlotte
6/5/2016,2016-06,1.2,885602.82,101565.6,96845.23,3216.39,1503.98,conventional,6,2016,Chicago
6/5/2016,2016-06,1.24,42580.14,1146.59,1146.59,0,0,organic,6,2016,Chicago
6/5/2016,2016-06,0.85,310345.06,107779.99,19176.89,81916.42,6686.68,conventional,6,2016,Cincinnati/Dayton
6/5/2016,2016-06,1.2,16321.6,7236.93,759.52,6477.41,0,organic,6,2016,Cincinnati/Dayton
6/5/2016,2016-06,1.07,175046.12,47750.39,35846.32,6408.19,5495.88,conventional,6,2016,Columbus
6/5/2016,2016-06,1.43,9417.49,3922.53,698.77,3223.76,0,organic,6,2016,Columbus
6/5/2016,2016-06,0.82,1343656.34,299159.78,283260.03,8707.09,7192.66,conventional,6,2016,Dallas/Ft. Worth
6/5/2016,2016-06,1.05,26357.74,16305.22,13879.09,2426.13,0,organic,6,2016,Dallas/Ft. Worth
6/5/2016,2016-06,0.85,939081.28,411093.58,83337.89,327755.69,0,conventional,6,2016,Denver
6/5/2016,2016-06,1.32,21698.87,5769.14,5681.6,87.54,0,organic,6,2016,Denver
6/5/2016,2016-06,0.92,473131.2,136769.39,94467.61,3849.16,38452.62,conventional,6,2016,Detroit
6/5/2016,2016-06,0.73,38685.43,28300.3,948.33,27351.97,0,organic,6,2016,Detroit
6/5/2016,2016-06,0.93,310903.8,84128.89,76847.62,6582.54,698.73,conventional,6,2016,Grand Rapids
6/5/2016,2016-06,1.28,3011.11,673.94,526.67,147.27,0,organic,6,2016,Grand Rapids
6/5/2016,2016-06,1.01,4188245.99,1085392.69,776263.67,220019.19,89109.83,conventional,6,2016,Great Lakes
6/5/2016,2016-06,1.13,170250.47,73321.9,18436.27,54885.63,0,organic,6,2016,Great Lakes
6/5/2016,2016-06,1.23,267225.88,91455.49,84588.68,5236.81,1630,conventional,6,2016,Harrisburg/Scranton
6/5/2016,2016-06,1.59,8318.68,8022.66,7145.5,877.16,0,organic,6,2016,Harrisburg/Scranton
6/5/2016,2016-06,1.46,303118.06,78652.13,75889.33,577.8,2185,conventional,6,2016,Hartford/Springfield
6/5/2016,2016-06,2.27,7906.25,4233.98,4219.09,14.89,0,organic,6,2016,Hartford/Springfield
6/5/2016,2016-06,0.85,1182841.54,274331.53,92784.25,170943.95,10603.33,conventional,6,2016,Houston
6/5/2016,2016-06,1.05,20914.8,11778.49,9907.74,1870.75,0,organic,6,2016,Houston
6/5/2016,2016-06,1.05,208086.58,69362.61,39935.76,23087.08,6339.77,conventional,6,2016,Indianapolis
6/5/2016,2016-06,1.25,3998.08,2087.6,1003.89,1083.71,0,organic,6,2016,Indianapolis
6/5/2016,2016-06,0.95,221144.08,63559.36,19483.21,40946.71,3129.44,conventional,6,2016,Jacksonville
6/5/2016,2016-06,1.64,3604.28,1486.67,1486.67,0,0,organic,6,2016,Jacksonville
6/5/2016,2016-06,0.89,410770.75,131582.61,55548.86,76033.75,0,conventional,6,2016,Las Vegas
6/5/2016,2016-06,1.41,14224.73,2299.63,765.05,1534.58,0,organic,6,2016,Las Vegas
6/5/2016,2016-06,0.76,3715458.49,1347097.67,1196472.82,124721.49,25903.36,conventional,6,2016,Los Angeles
6/5/2016,2016-06,1.18,99717.99,55332.07,54949.32,382.75,0,organic,6,2016,Los Angeles
6/5/2016,2016-06,1.09,99179.74,30981.67,15423.24,12558.7,2999.73,conventional,6,2016,Louisville
6/5/2016,2016-06,1.19,3028.17,1688.53,111.23,1577.3,0,organic,6,2016,Louisville
6/5/2016,2016-06,0.99,786071.68,162385.1,56515.95,98746.65,7122.5,conventional,6,2016,Miami/Ft. Lauderdale
6/5/2016,2016-06,1.29,4859.13,3900,3880,20,0,organic,6,2016,Miami/Ft. Lauderdale
6/5/2016,2016-06,1.14,3223814.39,825557.97,724592.03,78843.66,22122.28,conventional,6,2016,Midsouth
6/5/2016,2016-06,1.37,121790.25,68109.03,38824.18,29284.85,0,organic,6,2016,Midsouth
6/5/2016,2016-06,0.88,223368.78,68699.49,52919.87,14359.62,1420,conventional,6,2016,Nashville
6/5/2016,2016-06,1.08,13135.08,7756.36,2111.61,5644.75,0,organic,6,2016,Nashville
6/5/2016,2016-06,0.89,291490.49,87564.66,59274.56,15485.38,12804.72,conventional,6,2016,New Orleans/Mobile
6/5/2016,2016-06,1.68,1388.5,651.48,641.48,10,0,organic,6,2016,New Orleans/Mobile
6/5/2016,2016-06,1.47,1447580.25,452689.99,387456.57,63464.32,1769.1,conventional,6,2016,New York
6/5/2016,2016-06,2.15,31807.14,17947.14,16812.3,1134.84,0,organic,6,2016,New York
6/5/2016,2016-06,1.35,4570515.87,1347827.99,1235470.33,92633.24,19724.42,conventional,6,2016,Northeast
6/5/2016,2016-06,1.79,102940.66,76261.69,64789.53,11472.16,0,organic,6,2016,Northeast
6/5/2016,2016-06,1.18,471356.84,88872.87,86447.87,0,2425,conventional,6,2016,Northern New England
6/5/2016,2016-06,1.04,5130.06,4945.89,4945.89,0,0,organic,6,2016,Northern New England
6/5/2016,2016-06,0.97,448117.51,114154.76,45382.8,58692.8,10079.16,conventional,6,2016,Orlando
6/5/2016,2016-06,1.51,6376.64,3586.67,3570,16.67,0,organic,6,2016,Orlando
6/5/2016,2016-06,1.44,450346.65,152825.99,137882.92,14692.24,250.83,conventional,6,2016,Philadelphia
6/5/2016,2016-06,1.91,9901.74,6098.99,5183.48,915.51,0,organic,6,2016,Philadelphia
6/5/2016,2016-06,0.67,1197277.61,263366.39,131405.15,131926.52,34.72,conventional,6,2016,Phoenix/Tucson
6/5/2016,2016-06,1.52,12699.87,2410.42,574.04,1836.38,0,organic,6,2016,Phoenix/Tucson
6/5/2016,2016-06,1.38,111137.97,46228.9,30730.27,15178.63,320,conventional,6,2016,Pittsburgh
6/5/2016,2016-06,1.49,5639.69,4591.43,4576.45,14.98,0,organic,6,2016,Pittsburgh
6/5/2016,2016-06,0.93,2330438.23,558750.31,505801.45,28530.38,24418.48,conventional,6,2016,Plains
6/5/2016,2016-06,1.68,54947.33,19738.92,14844.01,4894.91,0,organic,6,2016,Plains
6/5/2016,2016-06,0.78,942774.69,530470.2,524889.49,5116.99,463.72,conventional,6,2016,Portland
6/5/2016,2016-06,1.66,29171.54,880.89,90,790.89,0,organic,6,2016,Portland
6/5/2016,2016-06,1.11,308049.48,80822.76,78796.85,800.08,1225.83,conventional,6,2016,Raleigh/Greensboro
6/5/2016,2016-06,1.58,10195.92,5309.03,4237.68,1071.35,0,organic,6,2016,Raleigh/Greensboro
6/5/2016,2016-06,0.98,268775.52,69692.26,66487.06,784.37,2420.83,conventional,6,2016,Richmond/Norfolk
6/5/2016,2016-06,0.95,11300.16,6217.42,1741.4,4476.02,0,organic,6,2016,Richmond/Norfolk
6/5/2016,2016-06,0.96,151372.89,55476.89,53294.21,747.68,1435,conventional,6,2016,Roanoke
6/5/2016,2016-06,0.89,11777.82,8170.54,1051.97,7118.57,0,organic,6,2016,Roanoke
6/5/2016,2016-06,1.17,521408.99,56940.43,56921.44,18.99,0,conventional,6,2016,Sacramento
6/5/2016,2016-06,2.08,8123.66,327.55,327.55,0,0,organic,6,2016,Sacramento
6/5/2016,2016-06,0.83,661159.79,215095.77,175831.59,39014.18,250,conventional,6,2016,San Diego
6/5/2016,2016-06,1.52,17431.92,5198.3,5022.86,175.44,0,organic,6,2016,San Diego
6/5/2016,2016-06,1.35,899154.46,86231.07,85119.34,697.78,413.95,conventional,6,2016,San Francisco
6/5/2016,2016-06,2.3,26850.91,2188.72,2182.05,6.67,0,organic,6,2016,San Francisco
6/5/2016,2016-06,0.86,866343.38,493244.04,478959.58,13577.66,706.8,conventional,6,2016,Seattle
6/5/2016,2016-06,1.76,40948.65,744.93,272.96,471.97,0,organic,6,2016,Seattle
6/5/2016,2016-06,0.94,416168.39,109440.66,66829.1,37354.89,5256.67,conventional,6,2016,South Carolina
6/5/2016,2016-06,1.31,10467.48,6246.61,5142.68,1103.93,0,organic,6,2016,South Carolina
6/5/2016,2016-06,0.83,6351400.69,1363234.34,976198.08,325421.53,61614.73,conventional,6,2016,South Central
6/5/2016,2016-06,1.1,117920.36,73343.84,59332.91,14010.93,0,organic,6,2016,South Central
6/5/2016,2016-06,0.91,4563745.14,1209213.09,563930.87,574578.06,70704.16,conventional,6,2016,Southeast
6/5/2016,2016-06,1.31,66438.8,38244.79,29937.29,8307.5,0,organic,6,2016,Southeast
6/5/2016,2016-06,0.87,125934.24,61473.51,60082.4,1383.65,7.46,conventional,6,2016,Spokane
6/5/2016,2016-06,1.91,2807.95,50.83,0,50.83,0,organic,6,2016,Spokane
6/5/2016,2016-06,0.83,284148.54,204436.11,170177.69,19377.27,14881.15,conventional,6,2016,St. Louis
6/5/2016,2016-06,1.96,7048.29,2010.86,2010.86,0,0,organic,6,2016,St. Louis
6/5/2016,2016-06,1.31,80015.17,31245.29,29640.29,0,1605,conventional,6,2016,Syracuse
6/5/2016,2016-06,1.42,3058.43,2951.6,1899.83,1051.77,0,organic,6,2016,Syracuse
6/5/2016,2016-06,0.97,485002.55,123575.26,61524.24,53634.35,8416.67,conventional,6,2016,Tampa
6/5/2016,2016-06,1.36,5554.46,4100,4050,50,0,organic,6,2016,Tampa
6/5/2016,2016-06,0.97,40231259.65,11254800.67,8492744.45,2441022.99,321033.23,conventional,6,2016,Total U.S.
6/5/2016,2016-06,1.43,1012717.93,442343.2,310881.84,131461.36,0,organic,6,2016,Total U.S.
6/5/2016,2016-06,0.82,7637424.02,2926187.85,1971340.38,949755.22,5092.25,conventional,6,2016,West
6/5/2016,2016-06,1.58,195651.71,25597.9,17579.09,8018.81,0,organic,6,2016,West
6/5/2016,2016-06,0.75,1030392.53,238201.26,106610.36,121450.9,10140,conventional,6,2016,West Tex/New Mexico
6/5/2016,2016-06,1.29,24167.8,9241.13,5613.33,3627.8,0,organic,6,2016,West Tex/New Mexico
6/12/2016,2016-06,1.38,111394.5,20010.67,18368.49,282.18,1360,conventional,6,2016,Albany
6/12/2016,2016-06,1.43,887.29,732.35,732.35,0,0,organic,6,2016,Albany
6/12/2016,2016-06,0.78,608386.28,232431.49,169986.13,55753.42,6691.94,conventional,6,2016,Atlanta
6/12/2016,2016-06,0.97,16462.75,8552.22,894.77,7657.45,0,organic,6,2016,Atlanta
6/12/2016,2016-06,1.34,850862.92,214114.58,207727.87,3451.71,2935,conventional,6,2016,Baltimore/Washington
6/12/2016,2016-06,1.73,18801.3,7621.69,6648.57,973.12,0,organic,6,2016,Baltimore/Washington
6/12/2016,2016-06,0.67,68721.61,31348.62,31094.59,245.8,8.23,conventional,6,2016,Boise
6/12/2016,2016-06,1.59,1782.87,689.94,380,309.94,0,organic,6,2016,Boise
6/12/2016,2016-06,1.29,632855.52,154894.6,152477.5,87.1,2330,conventional,6,2016,Boston
6/12/2016,2016-06,1.37,10051.16,9477.9,8165.95,1311.95,0,organic,6,2016,Boston
6/12/2016,2016-06,1.15,182471.54,97870.08,95730.08,0,2140,conventional,6,2016,Buffalo/Rochester
6/12/2016,2016-06,1.57,6617.16,6314.55,2595.08,3719.47,0,organic,6,2016,Buffalo/Rochester
6/12/2016,2016-06,1.01,6506234.86,1709716.83,1571460.04,110755.4,27501.39,conventional,6,2016,California
6/12/2016,2016-06,1.5,192533.95,65963.15,65924,39.15,0,organic,6,2016,California
6/12/2016,2016-06,1.25,209095.62,45826.33,40822.06,3825.94,1178.33,conventional,6,2016,Charlotte
6/12/2016,2016-06,1.76,4612.16,1085.44,1082.11,3.33,0,organic,6,2016,Charlotte
6/12/2016,2016-06,1.3,770843.17,101084.18,98096.94,2213.29,773.95,conventional,6,2016,Chicago
6/12/2016,2016-06,1.53,40535.05,1695.56,1695.56,0,0,organic,6,2016,Chicago
6/12/2016,2016-06,1.05,237773.53,72784.42,23417.1,46347.93,3019.39,conventional,6,2016,Cincinnati/Dayton
6/12/2016,2016-06,1.09,21266.49,10427.46,691.21,9736.25,0,organic,6,2016,Cincinnati/Dayton
6/12/2016,2016-06,1.13,163638.65,58052.24,49307.2,6081.58,2663.46,conventional,6,2016,Columbus
6/12/2016,2016-06,1.3,10239.17,4085.1,682.57,3402.53,0,organic,6,2016,Columbus
6/12/2016,2016-06,0.84,1272166.49,269435.21,251773.31,12923.71,4738.19,conventional,6,2016,Dallas/Ft. Worth
6/12/2016,2016-06,1.08,31272.25,18871.92,18194.67,677.25,0,organic,6,2016,Dallas/Ft. Worth
6/12/2016,2016-06,0.96,819664.78,377458.46,91438.85,284376.91,1642.7,conventional,6,2016,Denver
6/12/2016,2016-06,1.46,25862.04,2152.46,2065.9,86.56,0,organic,6,2016,Denver
6/12/2016,2016-06,0.98,414532.49,175116.88,160647.51,1915.84,12553.53,conventional,6,2016,Detroit
6/12/2016,2016-06,1.25,19250.46,9945.59,1020,8925.59,0,organic,6,2016,Detroit
6/12/2016,2016-06,1.36,167703.13,68454.76,62658.2,4765.73,1030.83,conventional,6,2016,Grand Rapids
6/12/2016,2016-06,1.51,4328.09,579.94,556.67,23.27,0,organic,6,2016,Grand Rapids
6/12/2016,2016-06,1.15,3443333.94,1044685.79,858070.55,135926.11,50689.13,conventional,6,2016,Great Lakes
6/12/2016,2016-06,1.34,152083.91,54071.25,17489.33,36581.92,0,organic,6,2016,Great Lakes
6/12/2016,2016-06,1.24,250231.06,92425.75,85233.81,1541.94,5650,conventional,6,2016,Harrisburg/Scranton
6/12/2016,2016-06,1.91,7873.7,6148.12,5204.32,943.8,0,organic,6,2016,Harrisburg/Scranton
6/12/2016,2016-06,1.47,324963.11,74442.81,71188.11,584.7,2670,conventional,6,2016,Hartford/Springfield
6/12/2016,2016-06,2.31,5799.45,2234.26,2234.26,0,0,organic,6,2016,Hartford/Springfield
6/12/2016,2016-06,0.83,1209996.42,273843.76,114672.48,149147.95,10023.33,conventional,6,2016,Houston
6/12/2016,2016-06,1.05,19398.78,10567.13,9910.16,656.97,0,organic,6,2016,Houston
6/12/2016,2016-06,1.12,186723.32,58939.77,39160.04,13630.94,6148.79,conventional,6,2016,Indianapolis
6/12/2016,2016-06,1.34,4358.39,2390.53,1032.78,1357.75,0,organic,6,2016,Indianapolis
6/12/2016,2016-06,1.2,151428.59,46197.38,20061.78,22605.6,3530,conventional,6,2016,Jacksonville
6/12/2016,2016-06,1.73,3772.07,1183.33,1183.33,0,0,organic,6,2016,Jacksonville
6/12/2016,2016-06,0.94,348022.24,107911.98,62277.55,45519.15,115.28,conventional,6,2016,Las Vegas
6/12/2016,2016-06,1.42,14204.88,1112.75,470.15,642.6,0,organic,6,2016,Las Vegas
6/12/2016,2016-06,0.83,3248769.26,1173633.32,1064384.25,84760.03,24489.04,conventional,6,2016,Los Angeles
6/12/2016,2016-06,1.15,106514.62,55280.84,55248.05,32.79,0,organic,6,2016,Los Angeles
6/12/2016,2016-06,1.16,84926.73,26504.44,14528.1,9635.97,2340.37,conventional,6,2016,Louisville
6/12/2016,2016-06,1.31,3592.49,1377.13,160,1217.13,0,organic,6,2016,Louisville
6/12/2016,2016-06,1.28,503076.75,123689.03,59675.53,49302.67,14710.83,conventional,6,2016,Miami/Ft. Lauderdale
6/12/2016,2016-06,1.3,4524,3549.99,3536.66,13.33,0,organic,6,2016,Miami/Ft. Lauderdale
6/12/2016,2016-06,1.15,3122351.17,792528.69,711257.87,50027.88,31242.94,conventional,6,2016,Midsouth
6/12/2016,2016-06,1.46,112023.04,54715.7,31064.03,23651.67,0,organic,6,2016,Midsouth
6/12/2016,2016-06,0.97,190921.36,57417.44,46174.86,9199.25,2043.33,conventional,6,2016,Nashville
6/12/2016,2016-06,1.31,11428.18,4865.51,2030,2835.51,0,organic,6,2016,Nashville
6/12/2016,2016-06,0.95,283922.91,84896.48,63204.33,9379.93,12312.22,conventional,6,2016,New Orleans/Mobile
6/12/2016,2016-06,1.73,1325.91,443.06,423.06,20,0,organic,6,2016,New Orleans/Mobile
6/12/2016,2016-06,1.44,1485642.35,469063.89,404818.7,60441.51,3803.68,conventional,6,2016,New York
6/12/2016,2016-06,1.94,28758.83,10313.39,9034.74,1278.65,0,organic,6,2016,New York
6/12/2016,2016-06,1.34,4599028.54,1357738.11,1246079.71,80946.35,30712.05,conventional,6,2016,Northeast
6/12/2016,2016-06,1.71,93841.12,60589.38,48533.11,12056.27,0,organic,6,2016,Northeast
6/12/2016,2016-06,1.19,472020.49,85644.72,82839.72,0,2805,conventional,6,2016,Northern New England
6/12/2016,2016-06,0.99,4574.17,4468.78,4468.78,0,0,organic,6,2016,Northern New England
6/12/2016,2016-06,1.24,293811.97,85536.57,44014.87,32645.03,8876.67,conventional,6,2016,Orlando
6/12/2016,2016-06,1.58,6084.04,2906.67,2880,26.67,0,organic,6,2016,Orlando
6/12/2016,2016-06,1.44,426671.94,159041.53,143582.1,12724.43,2735,conventional,6,2016,Philadelphia
6/12/2016,2016-06,1.85,9058.23,4075.3,3296.9,778.4,0,organic,6,2016,Philadelphia
6/12/2016,2016-06,0.81,991221.27,274236.22,151226.12,123010.1,0,conventional,6,2016,Phoenix/Tucson
6/12/2016,2016-06,1.51,14349.12,1893.26,1184.94,708.32,0,organic,6,2016,Phoenix/Tucson
6/12/2016,2016-06,1.41,102412.83,41625.24,28750.83,11099.41,1775,conventional,6,2016,Pittsburgh
6/12/2016,2016-06,1.47,5885.34,4984.84,4905.79,79.05,0,organic,6,2016,Pittsburgh
6/12/2016,2016-06,1.04,2104834.28,571866.52,518050.97,28877.41,24938.14,conventional,6,2016,Plains
6/12/2016,2016-06,1.63,51075.07,20794.85,16998.34,3796.51,0,organic,6,2016,Plains
6/12/2016,2016-06,0.85,626226.63,279475.25,277038.36,2380.23,56.66,conventional,6,2016,Portland
6/12/2016,2016-06,1.67,25140.3,2666.49,273.21,2393.28,0,organic,6,2016,Portland
6/12/2016,2016-06,1.09,298517.24,78016.98,75397.66,408.21,2211.11,conventional,6,2016,Raleigh/Greensboro
6/12/2016,2016-06,1.7,9781.95,5406.7,4380.13,1026.57,0,organic,6,2016,Raleigh/Greensboro
6/12/2016,2016-06,0.96,280191.2,72459.57,69331.2,158.37,2970,conventional,6,2016,Richmond/Norfolk
6/12/2016,2016-06,1.16,9568.18,4872.85,1665.78,3207.07,0,organic,6,2016,Richmond/Norfolk
6/12/2016,2016-06,0.99,152148.72,57727.96,54131.29,277.23,3319.44,conventional,6,2016,Roanoke
6/12/2016,2016-06,1.21,10823.6,6460.53,1063.06,5397.47,0,organic,6,2016,Roanoke
6/12/2016,2016-06,1.15,501159.1,57049.82,56671.26,13.14,365.42,conventional,6,2016,Sacramento
6/12/2016,2016-06,2.11,7608.58,163.9,163.9,0,0,organic,6,2016,Sacramento
6/12/2016,2016-06,0.88,596634.56,209345.19,189261.8,19728.39,355,conventional,6,2016,San Diego
6/12/2016,2016-06,1.45,18898.31,4273.61,4270.02,3.59,0,organic,6,2016,San Diego
6/12/2016,2016-06,1.45,770382.05,74261.51,72937.16,1021.83,302.52,conventional,6,2016,San Francisco
6/12/2016,2016-06,2.25,27349.15,2119.98,2116.65,3.33,0,organic,6,2016,San Francisco
6/12/2016,2016-06,1.01,666340.59,366656.67,365830.13,512.07,314.47,conventional,6,2016,Seattle
